Date,Revenue,Quantity,Orders,Customers,Avg_Order_Value,Year,Quarter,Month,Week,Day,DayOfWeek,Weekend,Lag_1,Lag_7,Lag_14,Lag_30,Rolling_Mean_7,Rolling_Mean_14,Rolling_Mean_30,Rolling_STD_7,Rolling_STD_30,Revenue_Growth
2010-06-14,24304.27,16206,57,48,15.589653624118023,2010,2,6,24,14,0,0,21430.49,25457.15,30802.74,22852.06,34812.97285714286,27447.993571428575,27769.911333333337,13983.13252605999,9995.760542252914,0.134097727116832
2010-06-15,30506.86,19496,52,41,20.10999340804219,2010,2,6,24,15,1,0,24304.27,49454.92,21823.33,32905.93,32106.10714285714,28068.245714285713,27689.942333333332,12423.325569844686,9962.796285136117,0.25520577248360055
2010-06-16,31259.33,18986,81,65,17.32778824833703,2010,2,6,24,16,2,0,30506.86,54216.99,10733.47,28722.09,28826.441428571434,29534.37857142857,27774.517,7773.529332627105,9982.610048507684,0.024665599802798477
2010-06-17,58048.51,13238,78,61,33.418831318365,2010,2,6,24,17,3,0,31259.33,38298.77,15634.28,31357.44,31647.832857142854,32563.96642857143,28664.21933333333,13360.695376033274,11401.53166618928,0.8569978947085557
2010-06-18,18789.03,9608,50,44,19.79876712328767,2010,2,6,24,18,4,0,58048.51,18308.72,16172.54,41041.6,31716.44857142857,32750.85857142857,27922.467,13281.773274406825,11291.844359597484,-0.6763219245420771
2010-06-20,9078.58,4487,26,26,21.01523148148148,2010,2,6,24,20,6,1,18789.03,37676.65,29509.13,18873.96,27631.010000000002,31291.533571428572,27595.954333333335,15376.098562477839,11696.868140947605,-0.5168148648440074
2010-06-21,21029.62,12061,44,40,12.023796455117209,2010,2,6,25,21,0,0,9078.58,21430.49,21251.2,18370.09,27573.742857142857,31275.70642857143,27684.60533333333,15403.762457055427,11634.445600917796,1.316399701274869
2010-06-22,14732.58,6978,43,36,14.77691073219659,2010,2,6,25,22,1,0,21029.62,24304.27,25457.15,25513.64,26206.35857142857,30509.665714285715,27325.23666666667,16149.165196518592,11867.976185400934,-0.2994366992841525
2010-06-23,27848.74,16258,68,54,22.845561936013127,2010,2,6,25,23,2,0,14732.58,30506.86,49454.92,28911.53,25826.627142857145,28966.367142857143,27289.810333333335,16062.20694560963,11864.66353305841,0.8902826253107061
2010-06-24,26678.78,11306,73,42,18.087308474576272,2010,2,6,25,24,3,0,27848.74,31259.33,54216.99,17696.18,25172.262857142854,26999.352142857148,27589.23033333333,15896.44356247932,11726.74959644137,-0.042011236415004816
2010-06-25,17713.37,7997,45,37,14.822903765690375,2010,2,6,25,25,4,0,26678.78,58048.51,38298.77,25679.04,19410.100000000002,25528.96642857143,27323.708000000002,6564.4410592346985,11860.906160882396,-0.33605022418566366
2010-06-27,18706.92,10851,55,52,15.246063569682152,2010,2,6,25,27,6,1,17713.37,18789.03,18308.72,27275.22,19398.37,25557.40928571429,27038.097999999998,6565.8090328889675,11964.820914474982,0.056090399511781186
2010-06-28,53860.73,34536,70,64,29.658992290748905,2010,2,6,26,28,0,0,18706.92,9078.58,37676.65,25127.13,25795.82,26713.415,27995.884666666665,13249.67744982369,12918.621117427072,1.8791874878387254
2010-06-29,34957.49,20923,71,56,22.153035487959443,2010,2,6,26,29,1,0,53860.73,21029.62,21430.49,35787.18,27785.515714285717,27679.629285714287,27968.228333333333,13458.770539732135,12902.243984666493,-0.3509651651583632
2010-06-30,34611.66,21040,79,67,19.17543490304709,2010,2,6,26,30,2,0,34957.49,14732.58,24304.27,22364.37,30625.384285714284,28415.87142857143,28376.471333333335,12292.23445360369,12912.572303144565,-0.009892872743437642
2010-07-01,30179.58,16493,85,80,16.822508361204015,2010,3,7,26,1,3,0,34611.66,27848.74,30506.86,38397.29,30958.36142857143,28392.49428571429,28102.54766666667,12235.924149148439,12779.137834353758,-0.12805164502367128
2010-07-02,16841.170000000002,8709,47,36,16.382461089494164,2010,3,7,26,2,4,0,30179.58,26678.78,31259.33,30802.74,29552.988571428574,27362.625714285714,27637.162,13325.800821816076,12930.736736144834,-0.4419680459436479
2010-07-04,10376.29,5302,21,20,16.012793209876545,2010,3,7,26,4,6,1,16841.170000000002,17713.37,58048.51,21823.33,28504.83428571429,23957.467142857142,27255.594,14636.373717512646,13272.58499256699,-0.3838735669790163
2010-07-05,32789.4,16630,85,65,17.57202572347267,2010,3,7,27,5,0,0,10376.29,18706.92,18789.03,10733.47,30516.617142857143,24957.493571428575,27990.791666666668,14020.033884599692,12932.331600674892,2.160031186483801
2010-07-06,23500.04,11962,58,47,21.46122374429224,2010,3,7,27,6,1,0,32789.4,53860.73,9078.58,15634.28,26179.375714285718,25987.597857142857,28252.983666666667,9591.412895558973,12751.64891147199,-0.2833037506023288
2010-07-07,32201.52,14692,77,56,18.7873512252042,2010,3,7,27,7,2,0,23500.04,34957.49,21029.62,16172.54,25785.665714285715,26785.590714285714,28787.283,9220.4219573977,12562.425495467565,0.3702751144253371
2010-07-08,20254.39,11756,70,58,15.628387345679013,2010,3,7,27,8,3,0,32201.52,34611.66,14732.58,29509.13,23734.627142857145,27180.005714285715,28478.791666666668,8498.496021653295,12657.36215957667,-0.3710113684074541
2010-07-09,37263.04,14072,30,23,42.34436363636364,2010,3,7,27,9,4,0,20254.39,30179.58,27848.74,21251.2,24746.550000000007,27852.455714285716,29012.51966666667,9726.76059299976,12679.653343548012,0.8397512835488998
2010-07-11,7784.95,5806,28,24,11.24992774566474,2010,3,7,27,11,6,1,37263.04,16841.170000000002,26678.78,25457.15,23452.804285714286,26502.89642857143,28423.446333333333,11410.109739496884,13248.283554651587,-0.7910811892964181
2010-07-12,19727.37,9721,50,38,16.647569620253165,2010,3,7,28,12,0,0,7784.95,10376.29,17713.37,49454.92,24788.672857142858,26646.75357142857,27432.528,10095.67107292313,12722.278561224633,1.5340393965279158
2010-07-13,21011.75,10045,55,38,18.561616607773853,2010,3,7,28,13,1,0,19727.37,32789.4,18706.92,54216.99,23106.15142857143,26811.384285714284,26325.686666666665,9504.146546175552,11716.332301348533,0.06510649924445078
2010-07-14,23775.72,13384,62,47,17.836249062265566,2010,3,7,28,14,2,0,21011.75,23500.04,53860.73,38298.77,23145.534285714286,24662.455000000005,25841.585000000003,9506.621606597599,11502.650081547401,0.13154401703808594
2010-07-15,56511.97,27819,80,64,36.79164713541667,2010,3,7,28,15,3,0,23775.72,32201.52,34957.49,18308.72,26618.455714285716,26202.060714285715,27115.02666666667,15754.02064289817,12693.056286187055,1.3768773353656587
2010-07-16,22593.19,14312,68,56,20.10070284697509,2010,3,7,28,16,4,0,56511.97,20254.39,34611.66,37676.65,26952.57,25343.59857142857,26612.244666666666,15620.792786457192,12558.294533157054,-0.6002052308564009
2010-07-18,15149.84,9646,40,37,17.47386389850058,2010,3,7,28,18,6,1,22593.19,37263.04,30179.58,21430.49,23793.54142857143,24270.045714285716,26402.88966666667,15422.912699891698,12699.217108234636,-0.32945104254866175
2010-07-19,30532.75,18535,59,54,21.441537921348317,2010,3,7,29,19,0,0,15149.84,7784.95,16841.170000000002,24304.27,27043.227142857144,25248.015714285717,26610.505666666668,13798.648175586748,12714.628758413699,1.0153843208905178
2010-07-20,24760.27,12099,57,48,21.56817944250871,2010,3,7,29,20,1,0,30532.75,19727.37,10376.29,30506.86,27762.21285714286,26275.442857142858,26418.952666666664,13481.392690308008,12697.179659470388,-0.18905863376210785
2010-07-21,22367.31,13174,55,42,18.379055053410024,2010,3,7,29,21,2,0,24760.27,21011.75,32789.4,31259.33,27955.864285714288,25531.007857142857,26122.552000000003,13377.602021934335,12684.070545854887,-0.0966451496692079
2010-07-22,26809.3,13939,78,57,17.086870618228172,2010,3,7,29,22,3,0,22367.31,23775.72,23500.04,58048.51,28389.23285714286,25767.383571428574,25081.245000000003,13268.30660084738,11163.918085085927,0.19859294658141713
2010-07-23,25865.97,13371,48,37,25.35879411764706,2010,3,7,29,23,4,0,26809.3,56511.97,32201.52,18789.03,24011.23285714286,25314.844285714287,25317.143,4788.84264662039,11100.968163791766,-0.035186670297247535
2010-07-25,17230.6,11531,54,51,13.997238017871648,2010,3,7,29,25,6,1,25865.97,22593.19,20254.39,9078.58,23245.148571428574,25098.859285714283,25588.877,5438.382477561441,10785.046159821975,-0.3338506153065206
2010-07-26,25092.38,15011,62,47,17.15131920710868,2010,3,7,30,26,0,0,17230.6,15149.84,37263.04,21029.62,24665.51142857143,24229.52642857143,25724.302333333337,4107.153361228106,10751.277203465479,0.45626849906561606
2010-07-27,28462.87,14315,70,56,27.98708947885939,2010,3,7,30,27,1,0,25092.38,30532.75,7784.95,14732.58,24369.81428571429,25706.520714285714,26181.978666666666,3665.052033731801,10557.733965163672,0.13432324873128798
2010-07-28,23308.12,13365,65,60,17.95694915254237,2010,3,7,30,28,2,0,28462.87,24760.27,19727.37,27848.74,24162.364285714284,25962.288571428573,26030.624666666667,3680.3335227886087,10565.559497220933,-0.1811043650903792
2010-07-29,38300.82,13763,72,60,21.219290858725763,2010,3,7,30,29,3,0,23308.12,22367.31,21011.75,26678.78,26438.579999999998,27197.222142857143,26418.025999999998,6346.583507213394,10800.599554846118,0.6432393517795516
2010-07-30,16119.66,8443,53,39,22.08172602739726,2010,3,7,30,30,4,0,38300.82,26809.3,23775.72,17713.37,24911.488571428574,26650.360714285714,26364.90233333333,7435.201771681384,10848.702789215033,-0.5791301596153816
2010-08-01,30637.95,9702,32,27,35.54286542923434,2010,3,8,30,1,6,1,16119.66,25865.97,56511.97,18706.92,25593.2,24802.21642857143,26762.603333333336,7749.425405647809,10776.739757834877,0.9006573339636197
2010-08-02,28908.78,11871,63,49,25.60565101860053,2010,3,8,31,2,0,0,30637.95,17230.6,22593.19,53860.73,27261.511428571426,25253.329999999998,25930.871666666666,6854.423334894583,9500.544000606995,-0.05643882831586322
2010-08-03,26918.11,16330,59,47,18.1266734006734,2010,3,8,31,3,1,0,28908.78,25092.38,15149.84,34957.49,27522.329999999998,26093.920714285712,25662.892333333333,6792.585720474917,9349.331833427968,-0.06886039466210603
2010-08-04,21386.31,11740,53,47,15.565,2010,3,8,31,4,2,0,26918.11,28462.87,30532.75,34611.66,26511.39285714286,25440.603571428568,25222.047333333336,7146.648319563762,9223.785875613763,-0.20550476983710964
2010-08-05,24406.15,16828,54,48,18.861012364760438,2010,3,8,31,5,3,0,21386.31,23308.12,24760.27,30179.58,26668.254285714287,25415.309285714287,25029.599666666665,7076.326084875893,9176.893820673025,0.1412043498855109
2010-08-06,15204.2,9923,45,31,27.29658886894076,2010,3,8,31,6,4,0,24406.15,38300.82,22367.31,16841.170000000002,23368.737142857142,24903.658571428572,24975.034,6060.068854030468,9231.962472145009,-0.377034067233054
2010-08-08,13962.51,8120,44,41,16.067330264672037,2010,3,8,31,8,6,1,15204.2,16119.66,26809.3,10376.29,23060.572857142855,23986.030714285713,25094.574666666667,6526.99318400825,9057.990301707805,-0.08166756554110055
2010-08-09,31692.27,100224,51,41,36.21973714285714,2010,3,8,32,9,0,0,13962.51,30637.95,25865.97,32789.4,23211.190000000002,24402.195,25058.003666666667,6739.690802494801,9028.016898615448,1.269811803178655
2010-08-10,35749.67,20053,46,33,20.76055168408827,2010,3,8,32,10,1,0,31692.27,28908.78,17230.6,23500.04,24188.46,25724.985714285718,25466.32466666667,8068.5205687639145,9229.880788176139,0.12802490954418855
2010-08-11,23674.57,8197,46,35,23.486676587301588,2010,3,8,32,11,2,0,35749.67,26918.11,25092.38,32201.52,23725.097142857143,25623.713571428572,25182.093,7978.265296618275,9146.233784821374,-0.33776815282490713
2010-08-12,29023.06,18216,81,56,16.727988472622478,2010,3,8,32,12,3,0,23674.57,21386.31,28462.87,20254.39,24816.06142857143,25663.727142857148,25474.382,8125.919091467787,9123.410519674817,0.22591709163038654
2010-08-13,37283.95,18159,55,34,25.7308143547274,2010,3,8,32,13,4,0,29023.06,24406.15,23308.12,37263.04,26655.74714285714,26662.000714285714,25475.079,9378.810157702499,9124.342943063351,0.28463194439180417
2010-08-15,22161.18,17333,58,52,21.55756809338521,2010,3,8,32,15,6,1,37283.95,15204.2,38300.82,7784.95,27649.601428571426,25509.169285714284,25954.286666666667,8265.60602026337,8520.780790368895,-0.40561072525845565
2010-08-16,20809.6,11080,39,32,20.76806387225549,2010,3,8,33,16,0,0,22161.18,13962.51,16119.66,19727.37,28627.757142857143,25844.165,25990.361,6616.558582480041,8495.763086115887,-0.06098862966683194
2010-08-17,30377.13,18400,45,40,32.91130010834236,2010,3,8,33,17,1,0,20809.6,31692.27,30637.95,21011.75,28439.879999999997,25825.535,26302.540333333334,6533.185369690129,8478.56367701775,0.45976520452099057
2010-08-18,37128.55,22851,58,47,23.219856160100065,2010,3,8,33,18,2,0,30377.13,35749.67,28908.78,23775.72,28636.86285714286,26412.661428571428,26747.634666666665,6805.431742992037,8689.211729794892,0.22225338601770472
2010-08-19,32973.66,22520,77,55,21.76479207920792,2010,3,8,33,19,3,0,37128.55,23674.57,26918.11,56511.97,29965.304285714286,26845.20071428572,25963.02433333333,6579.178898937802,6756.730862327497,-0.11190552822558375
2010-08-20,25537.19,19177,59,49,19.9042790335152,2010,3,8,33,20,4,0,32973.66,29023.06,21386.31,22593.19,29467.32285714286,27141.692142857144,26061.157666666666,6790.901305132993,6727.415841793313,-0.22552758777763837
2010-08-22,22677.01,13884,60,51,16.847704309063893,2010,3,8,33,22,6,1,25537.19,37283.95,24406.15,15149.84,27380.617142857143,27018.182142857142,26312.06333333333,6207.876003614838,6440.691186789012,-0.11200057641424133
2010-08-23,21891.58,13251,45,37,19.00310763888889,2010,3,8,34,23,0,0,22677.01,22161.18,15204.2,30532.75,27342.102857142858,27495.852142857144,26024.02433333333,6246.371854572081,6438.649646766374,-0.03463551852735425
2010-08-24,27450.06,19081,61,53,24.335159574468086,2010,3,8,34,24,1,0,21891.58,20809.6,13962.51,24760.27,28290.739999999998,28459.24857142857,26113.684,5554.902372949484,6439.172697913599,0.25390949396982765
2010-08-25,31651.98,17575,76,62,19.84450156739812,2010,3,8,34,25,2,0,27450.06,30377.13,31692.27,22367.31,28472.861428571432,28456.370714285713,26423.173,5654.708596091765,6475.921734887421,0.15307507524573705
2010-08-26,35255.41,17607,80,64,21.45794887401096,2010,3,8,34,26,3,0,31651.98,37128.55,35749.67,26809.3,28205.27,28421.066428571427,26704.71,5203.126625885613,6673.857208304246,0.11384532657988555
2010-08-27,18128.99,7316,36,29,18.25678751258812,2010,3,8,34,27,4,0,35255.41,32973.66,23674.57,25865.97,26084.602857142858,28024.95357142857,26446.810666666664,5912.535153394314,6854.4344011112635,-0.4857813311488932
2010-08-29,14449.3,8766,39,36,18.03907615480649,2010,3,8,34,29,6,1,18128.99,25537.19,29023.06,17230.6,24500.618571428575,26983.97071428571,26354.10066666667,7385.41355037396,7000.637228720776,-0.20297269732070022
2010-08-31,35912.74,14176,63,48,20.61580941446613,2010,3,8,35,31,1,0,14449.3,22677.01,37283.95,25092.38,26391.437142857143,26886.027142857143,26714.779333333332,8457.251356563207,7209.0261920274315,1.4854311281515367
2010-09-01,23331.9,12910,43,35,24.07832817337461,2010,3,9,35,1,2,0,35912.74,21891.58,22161.18,28462.87,26597.197142857145,26969.65,26543.747,8346.319508499353,7226.96624078141,-0.350316907036333
2010-09-02,36441.07,21964,91,77,22.76144284821986,2010,3,9,35,2,3,0,23331.9,27450.06,20809.6,23308.12,27881.627142857145,28086.183571428573,26981.512,9152.344242760444,7419.40783245114,0.5618560854452486
2010-09-03,37214.19,31223,60,49,36.59212389380532,2010,3,9,35,3,4,0,36441.07,31651.98,30377.13,38300.82,28676.22857142857,28574.545000000002,26945.291000000005,9755.800493647224,7364.692964947508,0.02121562292215895
2010-09-05,12286.71,7222,35,35,15.4161982434128,2010,3,9,35,5,6,1,37214.19,35255.41,37128.55,16119.66,25394.985714285714,26800.12785714286,26817.526,10962.197677711723,7588.8129213429775,-0.6698380375872752
2010-09-06,28770.4,16208,53,41,18.46623876765084,2010,3,9,36,6,0,0,12286.71,18128.99,32973.66,30637.95,26915.187142857143,26499.894999999997,26755.27433333333,10515.388000033898,7564.012309475794,1.3415869667307199
2010-09-07,27488.26,15746,51,45,24.15488576449912,2010,3,9,36,7,1,0,28770.4,14449.3,25537.19,28908.78,28777.895714285718,26639.257142857146,26707.92366666667,8982.228717808757,7554.506768813221,-0.044564552456691664
2010-09-08,17601.46,10208,49,45,16.434603174603176,2010,3,9,36,8,2,0,27488.26,35912.74,22677.01,26918.11,26161.99857142857,26276.71785714286,26397.36866666667,9221.251575340193,7734.911392083585,-0.35967354790736117
2010-09-09,25691.89,13200,67,59,16.1584213836478,2010,3,9,36,9,3,0,17601.46,23331.9,21891.58,21386.31,26499.140000000003,26548.16857142857,26540.888,9143.347102667949,7678.464803177156,0.45964539305262186
2010-09-10,17604.47,10430,46,38,17.85443204868154,2010,3,9,36,10,4,0,25691.89,36441.07,27450.06,24406.15,23808.197142857145,25844.912142857145,26314.16533333333,8477.320188797292,7842.339103006827,-0.31478493797069806
2010-09-12,15528.75,9278,48,46,12.21774193548387,2010,3,9,36,12,6,1,17604.47,37214.19,31651.98,15204.2,20710.277142857143,24693.25285714286,26324.983666666667,6491.514817066204,7826.69291746476,-0.11790869023605943
2010-09-13,38362.18,28405,87,52,19.67291282051282,2010,3,9,37,13,0,0,15528.75,12286.71,35255.41,13962.51,24435.344285714287,24915.165,27138.306,8127.513993193833,7765.252138757195,1.470397166545923
2010-09-14,21209.26,11384,63,56,16.6739465408805,2010,3,9,37,14,1,0,38362.18,28770.4,18128.99,31692.27,23355.18142857143,25135.184285714287,26788.872333333336,7955.988849542668,7789.088221419312,-0.44713100246127835
2010-09-15,34799.62,21473,67,61,25.345680990531683,2010,3,9,37,15,2,0,21209.26,27488.26,14449.3,35749.67,24399.661428571428,26588.778571428575,26757.204,9000.396453204008,7753.24862094309,0.6407748313708259
2010-09-16,40358.821,14418,68,51,25.60838895939086,2010,3,9,37,16,3,0,34799.62,17601.46,35912.74,23674.57,27650.713,26906.355785714288,27313.3457,10169.699235239264,8114.473246738242,0.15974889955694915
2010-09-17,21439.92,11843,52,41,19.544138559708298,2010,3,9,37,17,4,0,40358.821,25691.89,23331.9,29023.06,27043.288714285714,26771.214357142857,27060.574366666664,10429.852248192426,8177.245156522039,-0.468767435005101
2010-09-19,22895.33,13697,59,54,11.838329886246123,2010,3,9,37,19,6,1,21439.92,17604.47,36441.07,37283.95,27799.125857142855,25803.6615,26580.953700000002,9804.812948949777,7976.438544827816,0.0678831823999344
2010-09-20,43878.5,25067,82,59,24.39049471928849,2010,3,9,38,20,0,0,22895.33,15528.75,37214.19,22161.18,31849.09014285714,26279.683642857144,27304.86436666667,9746.579023131311,8527.911360017302,0.9164825315905032
2010-09-21,62499.11,37072,103,76,26.538900212314225,2010,3,9,38,21,1,0,43878.5,38362.18,12286.71,20809.6,35297.223000000005,29866.283642857143,28694.5147,15186.347225262003,10582.264795407593,0.4243675148421209
2010-09-22,30571.48,14626,83,39,20.96809327846365,2010,3,9,38,22,2,0,62499.11,21209.26,28770.4,30377.13,36634.683,29994.932214285716,28700.993033333332,14113.180617947286,10583.389821382749,-0.5108493544948081
2010-09-23,36202.41,21377,86,72,18.432998981670064,2010,3,9,38,23,3,0,30571.48,34799.62,27488.26,37128.55,36835.08157142857,30617.3715,28670.121700000003,14092.725603122124,10559.282584260622,0.18418898921478455
2010-09-24,50457.26,28035,67,45,33.02176701570681,2010,3,9,38,24,4,0,36202.41,40358.821,17601.46,32973.66,38277.71571428572,32964.21435714285,29252.908366666667,15001.156301197647,11263.956487126121,0.39375417271944047
2010-09-26,21751.15,13385,65,51,15.35014114326041,2010,3,9,38,26,6,1,50457.26,21439.92,25691.89,25537.19,38322.177142857145,32682.732928571433,29126.707033333336,14943.283409277574,11328.049972018138,-0.5689193190434836
2010-09-27,118838.47,125489,95,69,52.77019094138544,2010,3,9,39,27,0,0,21751.15,22895.33,17604.47,22677.01,52028.340000000004,39913.73292857143,32332.089033333337,32325.644657460438,19844.03356755353,4.46354882385529
2010-09-28,46361.4,23634,127,91,17.050901066568592,2010,3,9,39,28,1,0,118838.47,43878.5,15528.75,21891.58,52383.04,42116.065071428566,33147.7497,32234.8089478605,19902.90452404602,-0.6098788548859642
2010-09-29,38634.22,20736,99,83,20.804641895530427,2010,3,9,39,29,2,0,46361.4,62499.11,38362.18,27450.06,48973.770000000004,42135.4965,33520.55503333334,32248.59369814339,19897.245364920705,-0.16667270617367036
2010-09-30,51478.76,24834,93,74,24.73751081210956,2010,3,9,39,30,3,0,38634.22,30571.48,21209.26,31651.98,51960.52428571428,44297.60364285715,34181.447700000004,31211.68734774677,20160.57350691836,0.3324653636077033
2010-10-01,38654.61,22213,71,55,23.03612038140644,2010,4,10,39,1,4,0,51478.76,36202.41,34799.62,35255.41,52310.83857142857,44572.96007142857,34294.75436666667,31018.507139573652,20176.36346170583,-0.24911536330711925
2010-10-03,38474.71,20343,77,64,17.648949541284402,2010,4,10,39,3,6,1,38654.61,50457.26,40358.821,18128.99,50599.04571428571,44438.38071428571,34972.94503333334,31465.265950014826,19954.971248006586,-0.004654037383898135
2010-10-04,39336.53,23529,84,72,18.884555928948632,2010,4,10,40,4,0,0,38474.71,21751.15,21439.92,14449.3,53111.24285714286,45716.71000000001,35802.51936666667,29413.270812993993,19586.237698978406,0.022399649016197953
2010-10-05,84825.58,34855,130,101,32.09443057132047,2010,4,10,40,5,1,0,39336.53,118838.47,22895.33,35912.74,48252.25857142858,50140.29928571428,37432.94736666667,16888.387006122917,21534.655285906298,1.156407288594088
2010-10-06,30812.44,21884,63,58,24.16661960784313,2010,4,10,40,6,2,0,84825.58,46361.4,43878.5,23331.9,46030.97857142857,49207.00928571429,37682.29870000001,18153.69120321396,21408.688430033784,-0.6367553278150294
2010-10-07,54313.44,30072,121,92,15.43872654917567,2010,4,10,40,7,3,0,30812.44,38634.22,62499.11,36441.07,48270.867142857154,48622.31857142857,38278.04436666667,18055.961388946427,21620.5785544203,0.7627114243467898
2010-10-08,60283.5,41441,78,58,30.72553516819572,2010,4,10,40,8,4,0,54313.44,51478.76,30571.48,37214.19,49528.687142857154,50744.60571428571,39047.02136666667,18614.70943271094,21988.5562842703,0.10991864996951017
2010-10-10,23146.51,12414,68,59,13.583632629107983,2010,4,10,40,10,6,1,60283.5,38654.61,36202.41,12286.71,47313.24428571429,49812.04142857143,39409.01469999999,20906.38200526725,21619.102694869725,-0.6160390488276228
2010-10-11,43428.66,24913,91,78,17.95314592806945,2010,4,10,41,11,0,0,23146.51,38474.71,50457.26,28770.4,48020.95142857143,49309.99857142857,39897.623366666674,20639.465481829095,21535.854395144346,0.8762508905230209
2010-10-12,49933.33,29531,110,94,20.73643272425249,2010,4,10,41,12,1,0,43428.66,39336.53,21751.15,27488.26,49534.77999999999,51323.01142857143,40645.79236666667,20281.85350627256,21479.684157942822,0.1497782800574552
2010-10-13,57672.89,40097,86,74,27.1019219924812,2010,4,10,41,13,2,0,49933.33,84825.58,118838.47,17601.46,45655.82428571429,46954.04142857143,41981.506700000005,14045.08026319639,21241.8624827988,0.1549978741654121
2010-10-14,87417.94,37123,99,81,44.150474747474746,2010,4,10,41,14,3,0,57672.89,30812.44,46361.4,25691.89,53742.32428571429,49886.65142857144,44039.04170000001,19363.1675857704,22558.276469464905,0.515754455863058
2010-10-15,54812.26,22350,117,80,24.146370044052865,2010,4,10,41,15,4,0,87417.94,54313.44,38634.22,17604.47,53813.58428571429,51042.22571428572,45279.30136666667,19366.537279063665,22072.394688502383,-0.3729861399159028
2010-10-17,33093.14,18978,71,62,12.525791067373202,2010,4,10,41,17,6,1,54812.26,60283.5,51478.76,15528.75,49929.24714285714,49728.96714285714,45864.781033333325,20543.600276241526,21481.067237579704,-0.39624565744962903
2010-10-18,41423.58,19725,104,90,15.296742983751846,2010,4,10,42,18,0,0,33093.14,23146.51,38654.61,38362.18,52540.25714285714,49926.750714285714,45966.8277,17509.74407770783,21451.448049333976,0.2517270951018853
2010-10-19,50020.09,27244,78,65,22.260832220738763,2010,4,10,42,19,1,0,41423.58,43428.66,38474.71,21209.26,53481.89000000001,50751.42071428571,46927.188700000006,17110.767364789168,20943.764653790735,0.20752696893894718
2010-10-20,45639.82,24039,108,89,19.064252297410192,2010,4,10,42,20,2,0,50020.09,49933.33,39336.53,34799.62,52868.53142857143,51201.65571428571,47288.5287,17334.659315577803,20820.46362070869,-0.08757021428789902
2010-10-21,39004.08,17798,96,76,18.626590257879656,2010,4,10,42,21,3,0,45639.82,57672.89,84825.58,40358.821,50201.55857142857,47928.69142857143,47243.37066666667,17899.229145925477,20837.474133837968,-0.14539364966820634
2010-10-22,41053.29,23118,88,68,19.708732597215555,2010,4,10,42,22,4,0,39004.08,87417.94,30812.44,21439.92,43578.037142857145,48660.180714285714,47897.149666666664,7232.207391533847,20300.74378032705,0.05253834983417116
2010-10-24,28639.54,15445,83,74,12.392704456945046,2010,4,10,42,24,6,1,41053.29,54812.26,54313.44,22895.33,39839.077142857146,46826.330714285716,48088.62333333334,7221.739437708646,20082.717240829763,-0.30238136821677386
2010-10-25,29434.97,14485,73,63,15.808254564983889,2010,4,10,43,25,0,0,28639.54,33093.14,60283.5,43878.5,39316.48142857143,44622.86428571429,47607.172333333336,7892.476972593171,20358.367096055394,0.0277738399429599
2010-10-26,45948.56,25974,104,85,18.708697068403907,2010,4,10,43,26,1,0,29434.97,41423.58,23146.51,62499.11,39962.90714285714,46251.58214285714,47055.48733333334,8270.093660662076,20164.22293529363,0.5610194268925701
2010-10-27,32925.5,16197,72,66,18.18083931529541,2010,4,10,43,27,2,0,45948.56,50020.09,43428.66,30571.48,37520.822857142855,45501.35642857143,47133.95466666667,7268.636249890537,20102.350215614428,-0.2834269452622672
2010-10-28,34420.25,14298,63,52,22.00783248081841,2010,4,10,43,28,3,0,32925.5,45639.82,49933.33,36202.41,35918.02714285714,44393.279285714285,47074.54933333334,6360.178146403547,20138.369441654395,0.045397943842918176
2010-10-29,47226.31,25578,83,62,24.57144120707596,2010,4,10,43,29,4,0,34420.25,39004.08,57672.89,50457.26,37092.631428571425,43647.09500000001,46966.851,7652.960959305002,20128.292081308657,0.372050173952833
2010-10-31,29960.69,16352,83,79,11.47479509766373,2010,4,10,43,31,6,1,47226.31,41053.29,87417.94,21751.15,35507.974285714285,39543.00571428571,47240.50233333334,7842.264480218322,19827.20832130223,-0.36559324664577864
2010-11-01,29540.88,14127,62,47,13.849451476793249,2010,4,11,44,1,0,0,29960.69,28639.54,54812.26,118838.47,35636.73714285714,37737.90714285714,44263.916,7717.09615755753,14764.394700654997,-0.01401202709283389
2010-11-02,44949.16,24166,91,79,20.431436363636365,2010,4,11,44,2,1,0,29540.88,29434.97,33093.14,46361.4,37853.049999999996,38584.76571428571,44216.84133333333,7865.498963202042,14759.727143197018,0.5215917738401836
2010-11-03,45352.54,23637,87,75,22.778774485183327,2010,4,11,44,3,2,0,44949.16,45948.56,41423.58,38634.22,37767.904285714285,38865.40571428571,44440.78533333333,7765.852208999837,14723.024939802304,0.00897413878257125
2010-11-04,89585.63,60269,132,104,25.320980780101756,2010,4,11,44,4,3,0,45352.54,32925.5,50020.09,51478.76,45862.20857142857,41691.51571428571,45711.01433333334,20675.485681674192,16842.450369638937,0.9753167077301514
2010-11-05,46566.95,22449,75,57,24.380602094240835,2010,4,11,44,5,4,0,89585.63,34420.25,45639.82,38654.61,47597.45142857143,41757.739285714284,45974.759,20055.568716097656,16790.01021280101,-0.48019621003948965
2010-11-07,31541.1,18428,82,75,11.638782287822876,2010,4,11,44,7,6,1,46566.95,47226.31,39004.08,38474.71,45356.70714285714,41224.669285714284,45743.63866666667,20959.791465711776,16943.82821652727,-0.32267198087914284
