StockCode,Description,Revenue,Quantity,Orders,Customers,Avg_Price
22153,ANGEL DECORATION STARS ON DRESS,2469.16,5705,283,136,0.5477133105802048
22154,ANGEL DECORATION 3 BUTTONS,3073.32,7114,317,163,0.5343768996960486
22155,STAR DECORATION RUSTIC,2671.81,5925,340,165,0.5615774647887324
22156,HEART DECORATION WITH PEARLS,5537.57,6156,581,259,1.0765151515151514
22157,ANGEL DECORATION WITH LACE PADDED,1451.3999999999999,1698,124,88,0.894296875
22158,3 HEARTS HANGING DECORATION RUSTIC,29198.280000000002,8985,718,374,3.221857923497268
22161,HEART DECORATION RUSTIC HANGING,2738.28,6726,489,156,0.6999212598425197
22162,HEART GARLAND RUSTIC PADDED,3737.9,1218,260,92,3.383735849056604
22163,HEART STRING MEMO HOLDER HANGING,2235.1200000000003,1269,197,86,2.3265841584158418
22164,STRING OF STARS CARD HOLDER,883.2200000000001,315,49,40,3.3463265306122447
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",7673.7300000000005,976,272,82,12.870218181818181
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",3528.75,440,159,31,12.14132075471698
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",6056.33,690,303,92,11.313026315789473
22168,"ORGANISER WOOD, ANTIQUE WHITE",5475.93,659,312,250,8.504903846153846
22169,FAMILY ALBUM WHITE PICTURE FRAME,19507.6,2275,701,276,9.794022824536377
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,15645.27,2385,575,279,7.42446956521739
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,23709.46,3141,661,269,9.802632375189107
22172,METAL SHELF WITH RAIL,3451.82,378,185,124,9.579301075268818
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,15411.9,5026,997,383,3.7266401590457257
22174,PHOTO CUBE,10374.33,5122,557,178,2.52070796460177
22175,PINK OWL SOFT TOY,5278.31,1824,363,161,3.418246575342466
22176,BLUE OWL SOFT TOY,3542.7300000000005,1184,258,125,3.3600384615384615
22177,5 HOOK BLACKBOARD ORGANISER,3101.46,325,125,90,11.89312
22178,VICTORIAN GLASS HANGING T-LIGHT,52382.82,40081,1816,593,1.5693047256925585
22179,SET 10 LIGHTS NIGHT OWL,14418.61,2023,566,201,8.44261862917399
22180,RETRO SPOT LAMP,10103.38,975,410,226,11.275756097560974
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1291.3799999999999,1538,138,85,1.0202142857142855
22182,CAKE STAND VICTORIAN FILIGREE SMALL,2156.45,561,172,58,4.562325581395349
22183,CAKE STAND VICTORIAN FILIGREE MED,3297.25,586,209,58,6.313157894736842
22184,CAKE STAND VICTORIAN FILIGREE LARGE,2887.07,389,146,60,9.19986301369863
22185,SLATE TILE NATURAL HANGING,6224.72,3896,462,298,1.9247854077253217
22186,RED STAR CARD HOLDER,5431.400000000001,2004,345,234,3.2433526011560696
22187,GREEN CHRISTMAS TREE CARD HOLDER,6820.7,2104,364,230,4.355464480874317
22188,BLACK HEART CARD HOLDER,28112.030000000002,10353,566,292,4.455873015873016
22189,CREAM HEART CARD HOLDER,49300.94,16186,1299,536,4.4335582822085895
22190,LOCAL CAFE MUG,2591.67,1400,242,88,2.361469387755102
22191,EAU DE NIL DINER WALL CLOCK,16216.05,1967,620,335,8.726083467094703
22192,BLUE DINER WALL CLOCK,12104.8,1426,543,260,8.901544117647058
22193,RED DINER WALL CLOCK,16117.98,1910,617,265,9.215218800648298
22194,BLACK DINER WALL CLOCK,3212.1,373,160,100,9.188625
22195,HEART MEASURING SPOONS LARGE,9144.24,5127,811,325,2.247609223300971
22196,SMALL HEART MEASURING SPOONS,6141.19,6586,981,304,1.178548707753479
22197,"POPCORN HOLDER , SMALL",79520.2,88499,2322,601,1.0331487743026204
22198,"POPCORN HOLDER , LARGE",12759.61,7331,646,240,2.0664525993883793
22199,FRYING PAN RED POLKADOT,7480.35,1827,405,158,5.188128078817734
22200,FRYING PAN PINK POLKADOT,5784.92,1296,357,120,5.627877094972067
22201,FRYING PAN BLUE POLKADOT,2034.4,509,166,76,4.553674698795181
22202,MILK PAN PINK RETROSPOT,4336.25,1074,264,91,5.2496226415094345
22203,MILK PAN RED RETROSPOT,5469.51,1402,392,166,4.637994923857868
22204,MILK PAN BLUE RETROSPOT,1974.29,537,169,66,4.206882352941176
22206,"MUG , DOTCOMGIFTSHOP.COM",11.82,14,10,0,0.842
22207,FRYING PAN UNION FLAG,13298.57,3103,480,189,5.545791666666667
22208,WOOD STAMP SET THANK YOU,3036.9500000000003,2366,433,237,1.5570748299319728
22209,WOOD STAMP SET HAPPY BIRTHDAY,1753.94,1415,257,159,1.4162934362934363
22210,WOOD STAMP SET BEST WISHES,1898.42,1586,287,179,1.3789491525423727
22211,WOOD STAMP SET FLOWERS,2022.35,1531,291,161,1.5166329966329966
22212,FOUR HOOK  WHITE LOVEBIRDS,8642.300000000001,4024,828,323,2.6206428571428573
22214,CANDLE PLATE LACE WHITE,1279.79,549,92,43,2.7232608695652174
22215,CAKE STAND WHITE TWO TIER LACE,8809.93,1085,359,245,9.028802228412257
22216,T-LIGHT HOLDER WHITE LACE,1215.83,1396,116,48,1.0712396694214876
22217,T-LIGHT HOLDER HANGING LACE,2814.81,2374,214,152,1.405925925925926
22218,CAKE STAND LACE WHITE,5365.66,1232,264,143,5.398560606060606
22219,LOVEBIRD HANGING DECORATION WHITE,9270.48,9771,1149,384,1.1349401709401707
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,6885.44,745,270,190,10.384074074074073
22221,CAKE STAND LOVEBIRD 2 TIER PINK,6702.33,905,156,108,10.578535031847133
22222,CAKE PLATE LOVEBIRD WHITE,6160.84,1489,403,203,5.630868486352358
22223,CAKE PLATE LOVEBIRD PINK,3359.66,726,175,89,5.410338983050847
22224,WHITE LOVEBIRD LANTERN,7527.9400000000005,2373,401,234,3.6157920792079206
22227,"DECORATION, HANGING HEART+MIRROR",4344.17,6021,643,195,0.8913704819277108
22228,BUNNY WOODEN PAINTED WITH BIRD,1456.6,1727,275,148,1.0154676258992805
22229,BUNNY WOODEN PAINTED WITH FLOWER,845.3,1007,185,101,1.0193650793650793
22230,JIGSAW TREE WITH WATERING CAN,1134.6399999999999,1657,193,96,0.944795918367347
22231,JIGSAW TREE WITH BIRDHOUSE,2712.48,2135,297,166,1.5546843853820598
22232,3 PIECE JIGSAW TOADSTOOLS,1318.99,1109,158,96,1.5601898734177215
22233,JIGSAW RABBIT AND BIRDHOUSE,1210.11,949,164,112,1.5111377245508981
22236,CAKE STAND 3 TIER MAGIC GARDEN,13965.519999999999,1127,421,251,13.37624703087886
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",5862.42,4349,474,242,1.586346555323591
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",7559.91,4756,368,186,1.915822102425876
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",11860.25,7678,388,181,1.904632911392405
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",9101.96,4760,431,169,2.691319444444445
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",3988.85,4633,413,166,1.1102870813397128
22246,"GARLAND, MAGIC GARDEN 1.8M",2287.95,1081,188,84,2.6984656084656082
22247,BUNNY DECORATION MAGIC GARDEN,1022.79,1184,182,86,1.0458288770053477
22248,DECORATION  PINK CHICK MAGIC GARDEN,901.5,1013,173,77,1.0708938547486033
22249,DECORATION WHITE CHICK MAGIC GARDEN,1434.6599999999999,1636,243,126,1.0390725806451613
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1382.96,1521,257,98,1.1350950570342204
22251,BIRDHOUSE DECORATION MAGIC GARDEN,2317.64,1871,298,141,1.5625913621262457
22252,BIRDCAGE DECORATION MAGIC GARDEN,1175.56,956,113,85,1.285
22253,6 CROCHET STRAWBERRIES,1158.28,964,86,62,1.4741573033707864
22254,FELT TOADSTOOL LARGE,1792.21,1398,148,95,1.5208
22255,FELT TOADSTOOL  SMALL,1127.11,1185,142,73,1.1459310344827587
22256,FELT FARM ANIMAL CHICKEN,1200.07,933,119,78,1.5713934426229508
22257,FELT FARM ANIMAL SHEEP,345.48,419,57,23,1.2447457627118643
22258,FELT FARM ANIMAL RABBIT,1291.05,1342,131,69,1.4597744360902256
22259,FELT FARM ANIMAL HEN,482.95,590,72,31,1.297162162162162
22260,FELT EGG COSY BLUE RABBIT,1594.77,1557,241,85,1.2850813008130082
22261,FELT EGG COSY WHITE RABBIT,2024.35,2105,243,126,1.1506299212598425
22262,FELT EGG COSY CHICKEN,1947.82,2026,306,135,1.1506583072100314
22263,FELT EGG COSY LADYBIRD,627.38,836,105,34,1.1693457943925232
22264,FELT FARM ANIMAL WHITE BUNNY,1152.22,2014,168,80,1.0628235294117647
22265,EASTER DECORATION NATURAL CHICK,1207.8,1843,168,107,0.764406779661017
22266,EASTER DECORATION HANGING BUNNY,1040.11,2542,161,101,0.6852352941176472
22267,EASTER DECORATION EGG BUNNY,1291.47,1472,117,91,1.1747107438016529
22268,EASTER DECORATION SITTING BUNNY,1271.29,2554,236,117,0.8324897959183672
22269,EGG CUP NATURAL CHICKEN,1357.7,1521,204,107,1.2078155339805825
22270,HAPPY EASTER HANGING DECORATION,2638.67,685,153,104,4.247405063291139
22271,FELTCRAFT DOLL ROSIE,13921.730000000001,4866,787,400,3.2711712846347605
22272,FELTCRAFT DOLL MARIA,3848.34,1371,300,207,3.1599342105263157
22273,FELTCRAFT DOLL MOLLY,20150.99,7355,810,423,3.300158536585366
22274,FELTCRAFT DOLL EMILY,10770.070000000002,3773,656,344,3.2660060514372162
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,7875.33,946,313,168,8.88564263322884
22276,WASH BAG VINTAGE ROSE PAISLEY,4884.860000000001,1889,373,213,3.0158556149732623
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2927.4900000000002,1400,250,147,2.475277777777778
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,5959.53,1016,383,164,6.753556701030928
22279,POCKET BAG BLUE PAISLEY RED SPOT,2104.62,1440,214,108,1.625299539170507
22280,POCKET BAG PINK PAISELY BROWN SPOT,1248.74,877,158,79,1.5551234567901235
22281,EASTER TREE YELLOW BIRDS,3285.86,511,149,83,8.12261744966443
22282,12 EGG HOUSE PAINTED WOOD,7304.69,561,216,92,16.838657407407407
22283,6 EGG HOUSE PAINTED WOOD,8533.09,1032,382,196,9.60413612565445
22284,HEN HOUSE DECORATION,4017.7400000000002,2465,300,157,1.9993770491803278
22285,"DECORATION HEN ON NEST, HANGING",4248.01,2705,261,165,1.9323048327137544
22286,"DECORATION , WOBBLY RABBIT , METAL",2200.75,1937,195,119,1.7414871794871793
22287,"DECORATION , WOBBLY CHICKEN, METAL",1435.75,1340,121,81,1.677685950413223
22288,"DECORATION , HANGING METAL RABBIT",1525.99,1310,119,75,1.5634400000000002
22289,"DECORATION , HANGING METAL CHICKEN",817.48,764,76,45,1.5467948717948716
22290,STANDING METAL RABBIT WITH EGG,1223.02,670,78,60,2.35620253164557
22291,"SPRING DEC , HANGING CHICK CREAM",4412.929999999999,3193,264,141,1.6439776951672864
22292,"SPRING DEC , HANGING CHICK  YELLOW",3773.74,2779,222,145,1.6012334801762116
22293,"SPRING DEC , HANGING CHICK  GREEN",2860.2,2034,225,114,1.7955217391304346
22294,HEART FILIGREE DOVE  SMALL,20629.38,16671,861,414,1.4552125279642059
22295,HEART FILIGREE DOVE LARGE,13873.54,8411,706,381,1.8310082872928175
22296,HEART IVORY TRELLIS LARGE,16027.56,9719,833,428,1.8147892271662762
22297,HEART IVORY TRELLIS SMALL,17702.62,13715,969,391,1.6488473205257836
22299,PIG KEYRING WITH LIGHT & SOUND,4430.82,3912,202,103,1.629207920792079
22300,COFFEE MUG DOG + BALL DESIGN,9891.4,4116,526,254,3.0111320754716977
22301,COFFEE MUG CAT + BIRD DESIGN,12124.78,5009,643,273,3.1771007751937983
22302,COFFEE MUG PEARS  DESIGN,10492.45,4926,396,212,2.723233082706767
22303,COFFEE MUG APPLES DESIGN,12701.630000000001,5439,540,266,2.72731977818854
22304,COFFEE MUG BLUE PAISLEY DESIGN,4689.56,2380,167,98,2.8558682634730537
22305,COFFEE MUG PINK PAISLEY DESIGN,4711.53,2267,144,87,2.7977083333333335
22306,SILVER MUG BONE CHINA TREE OF LIFE,2316.2,1621,163,125,2.025333333333333
22307,GOLD MUG BONE CHINA TREE OF LIFE,1804.11,1199,118,87,2.3484873949579828
22308,TEA COSY BLUE STRIPE,2085.05,677,214,75,3.9256074766355136
22309,TEA COSY RED  STRIPE,3459.08,1331,266,117,3.446516853932584
22310,KNITTED MUG COSY IVORY COLOUR,3113.94,1739,223,64,2.513451327433628
22311,OFFICE MUG WARMER BLACK+SILVER,6755.56,2116,300,120,4.553046357615894
22312,OFFICE MUG WARMER POLKADOT,4254.05,1233,269,104,4.289963235294118
22313,OFFICE MUG WARMER PINK,3146.07,985,137,74,4.273453237410072
22314,OFFICE MUG WARMER CHOC+BLUE,3888.4800000000005,1110,249,101,4.341181102362205
22315,200 RED + WHITE BENDY STRAWS,2749.51,2136,387,191,1.448560411311054
22316,200 BENDY SKULL STRAWS,1432.82,1257,119,62,1.4029411764705881
22317,FIVE CATS HANGING DECORATION,1827.64,587,167,83,3.675357142857143
22318,FIVE HEART HANGING DECORATION,4983.9800000000005,1583,389,204,3.6787786259541986
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1698.04,2987,174,141,0.80816091954023
22320,BIRDS MOBILE VINTAGE DESIGN,3545.02,598,180,130,6.202333333333334
22321,BIRD DECORATION RED SPOT,2339.95,2528,305,118,1.2285573770491802
22322,BIRD DECORATION GREEN  SPOT,1528.21,1617,272,77,1.2288970588235293
22323,PINK POLKADOT KIDS BAG,1683.31,635,116,57,3.1910256410256412
22324,BLUE POLKADOT KIDS BAG,1797.06,664,152,53,3.3223529411764705
22325,MOBILE VINTAGE HEARTS,3139.99,699,224,129,5.006
22326,"ROUND SNACK BOXES ,SET4, WOODLAND",44257.740000000005,15446,1391,439,3.4294440484675697
22327,ROUND SNACK BOXES SET OF 4 SKULLS,9943.550000000001,3065,646,256,3.8013030303030306
22328,"ROUND SNACK BOXES ,SET 4, FRUITS",36170.310000000005,12959,1159,401,3.1921746575342467
22329,ROUND CONTAINER SET OF 5 RETROSPOT,8430.45,5159,610,261,2.079477977161501
22330,72 ROUND PINK DOILIES,197.89999999999998,128,22,15,1.87
22331,WOODLAND PARTY BAG + STICKER SET,6011.57,3660,437,225,1.9771655328798186
22332,SKULLS PARTY BAG + STICKER SET,6520.55,4158,381,233,1.8224675324675323
22333,RETRO SPORT PARTY BAG + STICKER SET,15639.65,10030,697,333,1.8606125356125354
22334,DINOSAUR PARTY BAG + STICKER SET,3552.3599999999997,2230,264,180,1.7397014925373133
22335,HEART DECORATION PAINTED ZINC,5644.77,8666,510,242,0.8489312977099237
22336,DOVE DECORATION PAINTED ZINC,2234.96,4661,214,136,0.7334684684684685
22337,ANGEL DECORATION PAINTED ZINC,1522.52,2473,146,67,0.7340939597315437
22338,STAR DECORATION PAINTED ZINC,2151.99,6087,264,143,0.5545387453874538
22339,CHRISTMAS TREE PAINTED ZINC,1385.46,3521,145,86,0.5729139072847682
22340,NOEL GARLAND PAINTED ZINC,1511.05,1799,184,81,1.242391304347826
22341,LOVE GARLAND PAINTED ZINC,5698.889999999999,3467,240,128,2.3590495867768593
22342,HOME GARLAND PAINTED ZINC,2521.25,1817,230,109,2.0389565217391303
22343,PARTY PIZZA DISH RED WHITE SPOT,1985.74,3297,188,90,0.827659574468085
22344,PARTY PIZZA DISH PINK+WHITE SPOT,807.3199999999999,1580,133,65,0.8374436090225563
22345,PARTY PIZZA DISH BLUE+WHITE SPOT,710.5999999999999,1466,128,62,0.8035384615384615
22346,PARTY PIZZA DISH GREEN+WHITE SPOT,612.61,1300,103,43,0.8138461538461539
22347,PIZZA SLICE DISH,3119.18,2716,115,50,1.6625217391304348
22348,TEA BAG PLATE RED SPOTTY,10583.12,12453,961,344,1.0709783728115345
22349,"DOG BOWL , CHASING BALL DESIGN",10551.67,2571,366,226,4.150815217391305
22350,CAT BOWL,7883.44,2840,331,169,3.0777844311377245
22351,DOTCOMGIFTSHOP TEA TOWEL,29.81,15,3,1,2.766666666666667
22352,LUNCHBOX WITH CUTLERY RETROSPOT,17830.71,7090,1117,366,3.134055258467023
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,7917.89,3039,493,200,3.147369477911646
22354,RETRO SPOT PADDED SEAT CUSHION,8454.56,2228,280,157,4.2496441281138795
22355,"CHARLOTTE BAG , SUKI DESIGN",45377.56,31956,1742,393,1.161101598173516
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",20871.9,20015,1584,423,1.1577360850531582
22357,KINGS CHOICE BISCUIT TIN,9352.41,2073,462,259,5.123658008658009
22358,KINGS CHOICE TEA CADDY,8393.61,2651,605,295,3.872950819672131
22359,GLASS JAR KINGS CHOICE,4052.18,1278,202,117,3.6243564356435645
22360,"GLASS JAR, ENGLISH CONFECTIONERY",7535.500000000001,2503,425,209,3.7777751756440283
22361,GLASS JAR DAISY FRESH COTTON WOOL,6036.26,1845,496,189,4.2679718875502015
22362,GLASS JAR PEACOCK BATH SALTS,2410.53,747,253,133,3.8228853754940713
22363,GLASS JAR MARMALADE,2303.3900000000003,781,169,99,3.641860465116279
22364,GLASS JAR DIGESTIVE BISCUITS,6498.610000000001,2054,340,164,3.9219590643274853
22365,DOORMAT RESPECTABLE HOUSE,15289.79,2329,443,193,8.92313769751693
22366,DOORMAT AIRMAIL,17242.3,2540,568,252,9.055017605633802
22367,CHILDS APRON SPACEBOY DESIGN,15778.67,8059,1156,593,2.2520757967269596
22371,AIRLINE BAG VINTAGE TOKYO 78,8936.8,1828,684,285,5.362751091703057
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,3073.43,604,287,163,5.338298611111111
22374,AIRLINE BAG VINTAGE JET SET RED,5099.84,1023,430,226,5.329907407407408
22375,AIRLINE BAG VINTAGE JET SET BROWN,2969.29,590,284,135,5.488701754385965
22376,AIRLINE BAG VINTAGE JET SET WHITE,2632.18,529,246,145,5.216546184738956
22377,BOTTLE BAG RETROSPOT,6920.11,3618,435,200,2.4734174311926607
22378,WALL TIDY RETROSPOT,6826.51,3749,546,167,2.864021937842779
22379,RECYCLING BAG RETROSPOT,34640.84,15765,1570,423,2.8999178774478835
22380,TOY TIDY SPACEBOY,10217.66,4964,688,300,2.4647971014492756
22381,TOY TIDY PINK RETROSPOT,19619.54,9265,1100,349,2.7275517551755173
22382,LUNCHBAG SPACEBOY DESIGN,34071.97,20248,2153,790,1.895858260469397
22383,LUNCHBAG SUKI  DESIGN,43254.35,25058,2398,664,2.076506568144499
22384,LUNCHBAG PINK RETROSPOT,34088.79,20783,2106,681,1.945049134300421
22385,JUMBO BAG SPACEBOY DESIGN,32433.5,17057,1248,412,2.439888800635425
22386,JUMBO BAG PINK WITH WHITE SPOTS,76324.62,39437,2245,601,2.4137373292199205
22389,PAPERWEIGHT SAVE THE PLANET,1245.52,647,92,74,2.5418478260869564
22390,PAPERWEIGHT CHILDHOOD MEMORIES,1448.52,813,83,56,2.6522891566265057
22391,PAPERWEIGHT HOME SWEET HOME,635.19,323,66,45,2.8237878787878787
22393,PAPERWEIGHT VINTAGE COLLAGE,1459.3700000000001,834,120,75,2.8713333333333333
22394,PAPERWEIGHT KINGS CHOICE,544.29,346,55,43,2.540909090909091
22395,PAPERWEIGHT VINTAGE PAISLEY,413.76,234,53,31,3.0911320754716978
22396,MAGNETS PACK OF 4 RETRO PHOTO,1427.08,1895,184,122,0.9205945945945946
22398,MAGNETS PACK OF 4 SWALLOWS,3687.48,4239,430,273,1.0138812785388127
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,4734.6,4040,277,180,1.3057913669064747
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2049.56,2450,234,159,0.8937974683544304
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3012.78,3431,250,158,0.9221259842519685
22403,MAGNETS PACK OF 4 VINTAGE LABELS,1195.8899999999999,1715,212,137,1.1050943396226416
22405,MONEY BOX POCKET MONEY DESIGN,1993.38,1642,217,173,1.3497737556561087
22406,MONEY BOX KINGS CHOICE DESIGN,3149.35,2487,217,145,1.4647031963470318
22407,MONEY BOX FIRST ADE DESIGN,521.12,438,75,55,1.3886666666666665
22408,MONEY BOX CONFECTIONERY DESIGN,798.67,650,95,72,1.4648958333333333
22409,MONEY BOX BISCUITS DESIGN,2290.46,1686,164,108,1.551818181818182
22410,MONEY BOX HOUSEKEEPING DESIGN,1667.46,1363,198,136,1.393080808080808
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,57318.71,27281,2192,658,2.4509913988229965
22412,METAL SIGN NEIGHBOURHOOD WITCH,5140.820000000001,2401,402,166,2.5712315270935964
22413,METAL SIGN TAKE IT OR LEAVE IT,19728.24,6976,881,446,3.297567567567568
22414,DOORMAT NEIGHBOURHOOD WITCH,7203.57,1187,220,92,9.446954545454545
22415,WHITE TISSUE REAM,2520.15,317,204,156,7.95
22416,36 DOILIES SPACEBOY DESIGN,2763.36,1970,176,122,1.5764772727272727
22417,PACK OF 60 SPACEBOY CAKE CASES,11159.9,21451,1103,521,0.7101066666666667
22418,10 COLOUR SPACEBOY PEN,10417.73,12314,586,332,1.0154237288135595
22419,LIPSTICK PEN RED,3242.59,6847,509,191,0.5990366088631984
22420,LIPSTICK PEN BABY PINK,1014.75,2111,234,111,0.5855416666666666
22421,LIPSTICK PEN FUSCHIA,2351.86,4721,406,172,0.5895913461538461
22422,TOOTHPASTE TUBE PEN,1760.94,2743,354,119,0.9879944289693593
22423,REGENCY CAKESTAND 3 TIER,330590.32,26478,3918,1314,14.190417721518987
22424,ENAMEL BREAD BIN CREAM,20886.89,1529,739,310,15.385337837837838
22425,ENAMEL COLLANDER CREAM,4321.52,854,301,195,5.60592715231788
22426,ENAMEL WASH BOWL CREAM,5133.3,1333,372,182,4.713217158176944
22427,ENAMEL FLOWER JUG CREAM,19273.280000000002,3210,798,460,6.529052369077307
22428,ENAMEL FIRE BUCKET CREAM,3379.67,459,191,126,7.964375
22429,ENAMEL MEASURING JUG CREAM,9844.039999999999,2280,625,364,4.822738853503185
22430,ENAMEL WATERING CAN CREAM,6761.38,1397,356,230,5.599301675977654
22431,WATERING CAN BLUE ELEPHANT,6771.5199999999995,3365,620,269,2.3595826645264846
22432,WATERING CAN PINK BUNNY,6730.419999999999,3532,517,266,2.2739691714836225
22433,WATERING CAN GREEN DINOSAUR,5186.28,2778,422,211,2.264964705882353
22434,BALLOON PUMP WITH 10 BALLOONS,4733.49,2547,281,203,2.0394076655052262
22435,SET OF 9 HEART SHAPED BALLOONS,6185.22,4915,537,303,1.4271297989031078
22436,12 COLOURED PARTY BALLOONS,2687.05,4215,289,173,0.6843537414965987
22437,SET OF 9 BLACK SKULL BALLOONS,5457.97,6514,443,258,0.9801552106430156
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1913.22,1459,170,117,1.9240112994350282
22439,6 ROCKET BALLOONS,2599.01,3891,363,216,0.7315945945945946
22440,BALLOON WATER BOMB PACK OF 35,3399.41,8523,292,187,0.4507333333333333
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,5729.570000000001,2644,472,295,2.4285924369747898
22442,GROW YOUR OWN FLOWERS SET OF 3,4765.32,866,172,140,7.467803468208093
22443,GROW YOUR OWN HERBS SET OF 3,5393.43,683,264,193,8.465509433962264
22444,GROW YOUR OWN PLANT IN A CAN,13856.6,10132,453,249,1.578920704845815
22445,PENCIL CASE LIFE IS BEAUTIFUL,3948.8600000000006,1287,275,147,3.4671228070175437
22446,PIN CUSHION RUSSIAN DOLL PINK,1751.93,618,186,61,3.052328042328042
22447,PIN CUSHION RUSSIAN DOLL BLUE,796.34,248,82,41,3.48609756097561
22448,PIN CUSHION RUSSIAN DOLL RED,2426.73,753,121,79,3.6891803278688524
22449,SILK PURSE RUSSIAN DOLL PINK,4374.45,1323,308,155,3.465705128205128
22450,SILK PURSE RUSSIAN DOLL BLUE,2798.28,834,180,117,3.5129347826086956
22451,SILK PURSE RUSSIAN DOLL RED,4496.99,1339,238,134,3.8200000000000003
22452,MEASURING TAPE RUSSIAN DOLL PINK,3358.1000000000004,1271,255,112,2.6929961089494165
22453,MEASURING TAPE RUSSIAN DOLL BLUE,2212.92,801,144,78,2.8793793103448273
22454,MEASURING TAPE RUSSIAN DOLL RED,3933.6300000000006,1405,179,115,3.1449171270718232
22456,NATURAL SLATE CHALKBOARD LARGE,21583.2,4416,835,385,6.306929510155317
22457,NATURAL SLATE HEART CHALKBOARD,47288.23,15373,2046,874,3.5118406993686255
22458,CAST IRON HOOK GARDEN FORK,3790.47,1523,173,121,2.86393063583815
22459,CAST IRON HOOK GARDEN TROWEL,3389.74,1378,172,124,2.887586206896551
22460,EMBOSSED GLASS TEALIGHT HOLDER,6283.87,4771,376,206,1.5209523809523808
22461,SAVOY ART DECO CLOCK,3607.81,410,146,82,12.368561643835616
22464,HANGING METAL HEART LANTERN,12985.31,7847,784,397,1.9095220125786163
22465,HANGING METAL STAR LANTERN,7284.24,4517,461,270,1.865506329113924
22466,FAIRY TALE COTTAGE NIGHTLIGHT,9857.18,5312,394,199,2.3722670025188917
22467,GUMBALL COAT RACK,28059.480000000003,11868,1095,398,2.8445724572457243
22468,BABUSHKA LIGHTS STRING OF 10,11542.6,1736,413,196,7.8801694915254235
22469,HEART OF WICKER SMALL,48935.11,27908,2151,886,1.9215671981776765
22470,HEART OF WICKER LARGE,53506.130000000005,17773,1952,827,3.2125426278836513
22471,TV DINNER TRAY AIR HOSTESS,2568.76,627,176,91,5.779318181818182
22472,TV DINNER TRAY DOLLY GIRL,5160.32,1099,250,131,5.8658
22473,TV DINNER TRAY VINTAGE PAISLEY,3070.92,811,209,120,5.201387559808612
22474,SPACEBOY TV DINNER TRAY,4746.53,972,254,144,6.225859375
22475,SKULL DESIGN TV DINNER TRAY,3856.8,769,256,115,6.003552123552124
22476,EMPIRE UNION JACK TV DINNER TRAY,5218.61,1332,269,145,6.592851851851852
22477,WATERING CAN GARDEN MARKER,3356.74,2414,276,155,1.6487364620938627
22478,BIRDHOUSE GARDEN MARKER,3848.41,2772,317,176,1.6139747634069401
22479,DAISY GARDEN MARKER,2691.19,1939,214,129,1.5787441860465117
22480,RED TEA TOWEL CLASSIC DESIGN,2863.06,2368,263,197,1.2736704119850186
22481,BLACK TEA TOWEL CLASSIC DESIGN,1309.81,1272,219,132,1.1607142857142858
22482,BLUE TEA TOWEL CLASSIC DESIGN,2739.43,2319,214,154,1.2477064220183487
22483,RED GINGHAM TEDDY BEAR,5440.51,1877,349,223,3.3145845272206302
22485,SET OF 2 WOODEN MARKET CRATES,14677.84,1101,419,280,14.761428571428572
22486,PLASMATRONIC LAMP,856.4,104,40,22,9.821
22487,WHITE WOOD GARDEN PLANT LADDER,16373.699999999999,1632,898,611,10.688288888888888
22488,NATURAL SLATE RECTANGLE CHALKBOARD,11788.06,6905,808,426,1.9600369913686806
22489,PACK OF 12 TRADITIONAL CRAYONS,7548.67,17916,785,417,0.511937106918239
22491,PACK OF 12 COLOURED PENCILS,5950.0,7423,390,264,0.8962025316455696
22492,MINI PAINT SET VINTAGE,27817.59,43546,732,363,0.7699180327868853
22493,PAINT YOUR OWN CANVAS SET,7608.12,4738,418,244,1.8342227378190255
22494,EMERGENCY FIRST AID TIN,3730.92,2765,468,200,1.7174734607218682
22495,SET OF 2 ROUND TINS CAMEMBERT,2682.32,940,237,165,3.4214644351464436
